,step,amount,isFraud
5271603,372,208881.76,0
4867757,348,214085.48,0
1064396,119,18367.39,0
6295706,670,85851.38,0
3889488,284,10567.38,0
1474548,141,64059.88,0
3824942,282,12559.91,0
1598717,156,1279709.2,0
5299142,373,8449.11,0
5453344,379,10675.41,0
1158669,131,995165.04,0
3713678,277,141679.45,0
3930635,285,5831.17,0
1129482,131,88330.85,0
5931692,404,82587.92,0
2547564,206,889345.04,0
5651685,396,211069.38,0
3124826,236,105987.66,0
788017,39,6329.79,0
1970881,178,198732.53,0
2622407,208,12913.42,0
1246873,134,77722.94,0
937379,43,10398.63,0
726053,37,30122.35,0
4555040,327,1361689.37,0
714727,37,864881.48,0
2789629,215,116467.47,0
2756720,212,119602.25,0
4156960,303,1317.24,0
3113750,235,190354.2,0
5613445,395,32785.1,0
666542,36,8151.9,0
4799095,345,88933.3,0
2296864,187,476.49,0
1778605,162,38101.57,0
2932627,229,382272.77,0
4490450,324,1483.71,0
5273240,372,5983.12,0
3231132,250,9439.56,0
6057825,500,6457.16,0
2642392,209,10939.18,0
1944401,177,38068.97,0
3236042,250,230341.13,0
3294052,252,292917.61,0
4252043,306,28588.46,0
2561739,206,62747.85,0
254573,14,394876.16,0
3690902,277,72459.14,0
5560917,384,2324.87,0
19259,8,101267.15,0
3614592,273,3160.32,0
1158402,131,302654.18,0
168540,12,406667.53,0
5931498,404,173767.0,0
508300,20,341446.53,0
789096,40,312239.67,0
266525,15,438914.71,0
4834767,347,11228.66,0
3680502,276,77128.8,0
5808164,401,450221.36,0
908744,43,1416.05,0
1024435,48,3074.19,0
2001806,179,461112.7,0
4416445,322,21781.88,0
456283,19,4621.62,0
1862777,164,2950.48,0
4733606,332,25469.63,0
2847094,227,49854.61,0
596196,33,171094.25,0
2223015,186,129091.49,0
1963667,178,150681.01,0
786823,39,119211.09,0
717395,37,46058.67,0
3751575,279,63678.3,0
6349858,695,18147.12,0
2912596,229,289926.48,0
3117479,236,44514.17,0
1398570,139,7366.78,0
5491831,380,5318.52,0
4355331,309,136008.1,0
4492160,324,6729.35,0
649,1,46630.53,0
1531796,154,28123.6,0
3432544,256,185700.52,0
3791632,280,2603.12,0
3554237,260,762862.73,0
6166915,551,5385.0,0
4384967,312,114982.9,0
5330980,374,212299.95,0
414302,18,2073.92,0
577421,33,217394.59,0
1978015,179,6136.2,0
4566301,327,79967.48,0
6335328,691,37722.77,0
5883243,403,179652.67,0
2893388,228,38467.8,0
3754627,279,247718.64,0
4359633,309,12519.5,0
5398245,377,215566.4,0
5967669,406,45498.91,0
5720252,398,297837.06,0
1360594,138,87290.81,0
1977917,179,138378.52,0
280529,15,87218.95,0
3505542,259,234307.52,0
2183264,185,531270.24,0
6216086,589,19543.83,0
460809,19,45726.84,0
2930008,229,216938.24,0
3828297,282,121159.32,0
415483,18,215713.82,0
2003016,179,270967.11,0
1341487,137,115097.08,0
5514690,380,113609.27,0
2367232,191,3750.33,0
6146213,546,4653.63,0
5168365,358,495569.61,0
5455484,379,23181.94,0
2025585,180,21230.63,0
3248999,251,13189.27,0
142708,11,81039.54,0
204586,13,436733.98,0
4683358,331,180654.29,0
4286913,307,18145.44,0
2748378,212,1009144.42,0
4406637,322,273138.16,0
5215336,370,24266.46,0
5874607,403,15362.66,0
2478462,204,297523.24,0
2864519,227,2775.75,0
6248926,596,42551.36,0
6289729,661,1141578.74,0
2602925,208,21219.04,0
5730905,399,375500.22,0
3283674,252,25303.97,0
2114578,183,465675.66,0
26887,8,112475.94,0
5302085,373,13280.75,0
441271,19,122660.87,0
1850436,163,72838.32,0
3916833,284,153391.37,0
5681005,397,39345.87,0
5259223,372,22649.27,0
1104552,130,128804.72,0
1157515,131,140645.95,0
1352971,137,22720.86,0
2580289,207,456097.43,0
839078,41,3181.37,0
4937170,350,157560.26,0
4351565,309,171613.81,0
5724449,398,8530.31,0
1384821,138,322576.76,0
3022819,233,22373.93,0
4213842,305,184541.7,0
2793546,215,36682.56,0
3962788,297,86022.58,0
801688,40,41116.71,0
3232504,250,130785.75,0
1180820,132,144345.14,0
5306138,373,1109.0,0
3945881,286,1124.78,0
1578162,155,158870.1,0
4312494,308,2707689.68,0
3166293,237,54078.96,0
1116545,130,24786.48,0
4600226,329,52708.89,0
111197,11,226096.12,0
2516858,205,167059.31,0
558944,22,260385.21,0
3708110,277,25622.77,0
5132797,356,5677.66,0
4290239,307,61748.06,0
2515561,205,122237.5,0
5662780,396,69404.33,0
926650,43,299900.57,0
4080236,301,16686.88,0
74845,10,229475.12,0
1902578,165,25090.78,0
3005593,232,65.85,0
6036014,476,62228.72,0
2691849,211,150033.01,0
3127204,236,80054.83,0
1490497,142,208708.96,0
6095156,522,105643.12,0
4020281,299,3699.56,0
1683683,159,262674.07,0
2918067,229,178938.68,0
585299,33,2151421.96,0
2556183,206,234338.1,0
6066192,514,5407.42,0
3222161,250,30818.54,0
452056,19,427055.26,0
5350081,375,547449.53,0
1481613,141,7711.12,0
2334145,188,8877.7,0
3020264,233,74212.13,0
608888,34,173481.18,0
4669361,331,269122.89,0
5590359,394,1377362.86,0
4934013,350,116739.7,0
2530408,205,20386.74,0
4664268,330,22544.29,0
3756398,279,606406.43,0
851871,41,266356.57,0
1180387,132,140112.48,0
1411528,139,18230.67,0
5156239,357,12448.64,0
4967227,351,24508.68,0
4050549,300,122293.95,0
2053604,181,138286.41,0
5943850,405,350095.31,0
4203019,305,19853.07,0
782836,39,12398.83,0
5007065,353,285964.1,0
2515552,205,121873.31,0
6056092,500,289479.85,0
5383958,376,41658.74,0
2647815,209,9992.92,0
5141144,356,186138.41,0
2826826,226,159650.6,0
4869304,348,9030.61,0
2247234,186,5117.95,0
6080105,520,4538.75,0
2296907,187,11140.5,0
2910155,229,38228.79,0
5874621,403,14724.9,0
4178123,304,11385.26,0
3993687,298,63834.11,0
6062243,503,222589.68,0
84573,10,2728085.51,0
1413044,139,46450.33,0
4509090,325,67425.34,0
3712127,277,249911.52,0
4520952,326,167587.65,0
4670452,331,6932.83,0
126759,11,75020.03,0
4894125,349,27001.78,0
2694708,211,14403.95,0
42296,9,52410.96,0
5109927,355,226349.19,0
2095811,182,461325.19,0
4632098,330,203444.37,0
6275882,637,7596.99,0
2012455,180,9339.41,0
3121902,236,249482.08,0
5149209,357,22440.58,0
895415,42,4387.11,0
3544168,260,1221.05,0
5736642,399,461.34,0
1649094,158,131630.81,0
4716747,332,5572.34,0
1674289,158,20177.68,0
1089774,129,34032.23,0
3187469,240,28499.69,0
245583,14,195549.7,0
4223711,306,128004.63,0
3348365,253,453730.01,0
4449759,323,591878.67,0
4005560,298,132630.59,0
3493171,258,87106.31,0
5105442,355,12832.83,0
3688669,276,177563.02,0
2403791,202,166064.11,0
6347243,694,6710.13,0
4572548,327,3279.76,0
4604891,329,21839.39,0
2958407,230,407383.52,0
4889703,349,7448.41,0
5346056,375,4491.09,0
3566061,260,12788.59,0
514713,20,152048.05,0
966294,44,15313.76,0
3066593,235,200033.28,0
544301,21,176573.51,0
2933675,229,11866.85,0
5691793,397,272042.97,0
1624593,157,611173.27,0
4849256,347,197841.78,0
3426404,256,2576.88,0
3011745,232,259425.63,0
1394661,139,146253.37,0
3076115,235,82802.85,0
1790580,162,1676.03,0
4572699,327,49444.27,0
1398352,139,6825.9,0
5855970,402,17888.96,0
2671702,210,1386.54,0
4437865,323,683838.17,0
273090,15,2814.35,0
4552403,327,261405.64,0
3508030,259,161202.76,0
284072,15,43303.28,0
1136197,131,9763.31,0
202070,13,329722.69,0
2523054,205,18653.3,0
3741180,279,96858.94,0
6088559,522,7216.29,0
3925997,285,211121.37,0
1862087,164,77675.83,0
995829,45,17704.68,0
6299221,681,6552.4,0
1520893,153,514.33,0
3466754,258,105934.07,0
6047071,492,3190.35,0
4310090,307,21543.0,0
2636300,209,27723.04,0
4797072,345,119871.0,0
842006,41,103587.98,0
2379264,192,117661.9,0
3166791,237,2863.62,0
2740699,212,537161.18,0
5751826,399,17601.89,0
2142897,184,215920.98,0
664129,36,2925.72,0
2992454,232,161834.71,0
2979870,231,197543.44,0
1162487,132,4556.91,0
639678,35,29497.51,0
4988590,352,137113.15,0
2915719,229,14280.9,0
6026470,469,15212.15,0
2761321,213,164940.14,0
1186270,132,19520.53,0
2015414,180,129142.23,0
4123692,302,80308.77,0
707323,37,21530.42,0
128894,11,107791.65,0
823487,41,4903.83,0
1269967,135,22099.79,0
5090385,355,55645.19,0
3511590,259,9976.98,0
3630888,274,5884.05,0
1308384,136,17224.67,0
4276939,307,262442.38,0
924576,43,154478.74,0
2971658,231,87374.52,0
2798572,217,190517.01,0
5004173,353,232006.49,0
2777877,214,2389.74,0
4570074,327,263349.06,0
4753479,333,9866.87,0
3834717,282,9700.43,0
3036693,234,11947.77,0
5050602,354,138943.84,0
1252792,134,334992.03,0
3478400,258,61711.16,0
2722064,211,11906.43,0
4299779,307,278193.75,0
2612348,208,5669.95,0
6135923,544,185121.28,0
6181965,566,136410.78,0
5873454,403,1698.06,0
1375669,138,156320.97,0
558549,22,198798.13,0
5746386,399,372193.34,0
2947480,230,88931.17,0
784652,39,7942.91,0
5774825,400,26951.44,0
4815126,346,15841.35,0
739532,38,310999.52,0
5489779,380,136501.14,0
5832658,402,2842.83,0
4492094,324,263015.89,0
3133748,236,25621.56,0
6077318,518,337936.16,0
2674331,210,566463.42,0
917289,43,131279.15,0
5856314,402,38408.95,0
5266528,372,5476.41,0
161778,12,582.34,0
2502821,204,8009.27,0
5641295,396,93115.07,0
3247139,250,292857.74,0
1592917,156,120189.98,0
2595360,207,60723.48,0
5823004,402,647026.68,0
3984863,298,330065.91,0
1959686,178,3507.47,0
1693672,159,160877.29,0
1177345,132,4718.76,0
1913240,166,120342.28,0
5527389,381,167.55,0
2929003,229,7377.66,0
2545824,206,253003.49,0
419143,18,325848.36,0
1871397,164,64267.76,0
1344255,137,126318.41,0
4435620,323,566895.84,0
6068651,514,201904.35,0
3239987,250,40331.7,0
5885987,403,465864.61,0
3285507,252,197770.61,0
4301691,307,74505.9,0
2165777,184,21431.34,0
4007253,298,96177.13,0
4761206,334,28457.85,0
703167,37,19233.58,0
5894495,403,817.16,0
928889,43,17139.08,0
4648092,330,31630.29,0
5719049,398,492.94,0
2077203,182,384228.65,0
1241302,134,172231.48,0
4076658,301,112168.49,0
2855606,227,159091.98,0
2490046,204,3998.36,0
1411898,139,25111.47,0
2956818,230,324470.66,0
3384047,255,172048.14,0
1823695,163,51602.1,0
1968968,178,274498.67,0
5140309,356,14139.92,0
3995311,298,29774.23,0
5615580,395,23518.78,0
4747577,333,43554.27,0
3536898,259,200612.45,0
6066695,514,153420.85,0
4278297,307,24004.22,0
3741591,279,197868.85,0
322005,16,72570.49,0
3418288,256,5340.37,0
5444480,379,133311.52,0
5933495,404,3065.33,0
4621184,329,187755.27,0
5095027,355,2922.16,0
2267998,187,63024.71,0
491837,19,275863.42,0
5352624,375,5592.35,0
2723814,211,97388.72,0
5835004,402,262219.82,0
1595486,156,384.03,0
2299572,188,70478.05,0
2251255,187,307969.29,0
2229763,186,621886.87,0
11103,7,4723.68,0
4852389,347,31272.24,0
3894971,284,74257.99,0
638929,35,54236.43,0
2435051,203,9036.78,0
4100821,301,233959.15,0
3101382,235,59126.98,0
3578401,261,7352.72,0
249143,14,11150.08,0
5698656,397,75127.22,0
6118217,532,120937.96,0
4099720,301,137733.16,0
6012025,448,1344.8,0
508576,20,169228.88,0
1238133,134,15478.42,0
1872571,164,14726.22,0
917882,43,201614.34,0
5734,6,2006.1,0
1159065,131,4139.67,0
5187087,361,101515.55,0
1044096,94,25910.79,0
2495099,204,420488.54,0
3488818,258,99028.53,0
6076697,518,73097.22,0
2197706,185,9484.18,0
2163183,184,16807.03,0
5208357,370,439711.82,0
1579343,155,27125.15,0
1953704,178,14322.33,0
891799,42,18181.28,0
711667,37,108957.4,0
5542423,382,165963.89,0
3906794,284,204809.56,0
2798773,217,43961.7,0
3025382,233,200205.93,0
1305719,136,49904.34,0
677279,36,31706.64,0
6018086,451,860810.12,0
2050491,181,353231.01,0
6359202,715,22738.57,0
2865078,227,8318.11,0
6307440,684,86034.41,0
1307491,136,213757.09,0
5620216,395,13286.0,0
6093937,522,73093.04,0
2496816,204,10391.92,0
4902389,349,107072.57,0
5557580,383,25939.86,0
3433591,256,21787.13,0
314322,16,338829.44,0
567100,23,12270.75,0
1330545,137,149338.2,0
6281621,649,4265.46,0
2458926,203,31530.25,0
1086902,129,445890.4,0
1089032,129,199777.93,0
2298337,188,4928.26,0
3548958,260,209025.27,0
6303580,683,191874.98,0
2685347,210,8345.59,0
175750,12,7959.18,0
35806,9,4730.93,0
2605691,208,20615.94,0
3734689,278,4606.16,0
2183641,185,19450.55,0
2419674,202,179112.24,0
3113621,235,7731.41,0
4904477,349,650919.69,0
4951476,351,352987.54,0
3227450,250,220486.75,0
2528554,205,53718.09,0
5511906,380,3963.98,0
892204,42,223824.6,0
2792151,215,2584.28,0
5411065,378,130632.85,0
2428822,202,9393.74,0
3855000,283,2804.11,0
4979703,352,5025.9,0
412415,18,235211.1,0
6095672,522,274742.02,0
5960285,406,8642.35,0
3458945,257,139980.61,0
5032668,354,301246.75,0
970330,44,13414.19,0
1305742,136,44740.48,0
497946,20,27553.84,0
2063292,181,11383.24,0
3746681,279,75473.33,0
5627221,395,464937.9,0
998261,45,92532.51,0
1420714,139,30402.53,0
5763036,400,120002.52,0
4910344,349,4582.42,0
5371254,376,1072348.8,0
6056505,500,8685.28,0
4639233,330,301722.17,0
1622972,157,711771.81,0
1157131,131,187232.18,0
6303242,683,3432.87,0
3550563,260,1155.77,0
1497805,142,9115.08,0
3821870,282,118596.46,0
3638537,275,250411.8,0
3595966,262,7498.38,0
922114,43,63979.05,0
5795312,401,106039.71,0
6359125,715,3107.48,0
1394564,139,5708.48,0
1804771,163,893.89,0
234646,14,6748.83,0
4816238,346,153528.24,0
96277,10,265823.69,0
3527245,259,273273.38,0
5924232,404,53492.14,0
3508183,259,451369.79,0
2563024,206,1777.52,0
3229823,250,202891.11,0
4904111,349,188447.13,0
3890674,284,4327.35,0
339699,16,314254.81,0
3411876,256,98933.25,0
2991773,232,174977.14,0
2482747,204,71831.34,0
1202448,133,37479.45,0
1201656,133,62499.28,0
4465764,324,21686.58,0
1078530,129,190386.41,0
2104459,183,21519.01,0
4206611,305,377719.82,0
2763839,213,5323.15,0
872787,42,40833.89,0
598151,33,129261.02,0
4991092,352,685105.82,0
2718907,211,6649.55,0
2204449,186,17058.68,0
3342622,253,228576.72,0
270979,15,675091.69,0
866789,42,20344.23,0
3592923,262,24067.72,0
1321101,136,112619.46,0
3531692,259,7199.04,0
1664830,158,426845.6,0
753832,38,15188.48,0
4659831,330,212056.88,0
4321981,308,86108.36,0
5649640,396,152475.69,0
5448536,379,275046.51,0
3712467,277,18650.25,0
3913850,284,31126.97,0
1040107,94,8950.36,0
4938420,350,336292.78,0
288184,15,153694.89,0
404394,18,180378.4,0
3779356,280,112243.49,0
1839689,163,190501.08,0
5871821,403,63211.2,0
5434710,378,88153.76,0
1962245,178,1832.23,0
1191054,132,26434.53,0
1614131,156,49087.89,0
627403,34,37823.68,0
1204749,133,26357.74,0
5724137,398,445614.56,0
5058506,354,79.99,0
1239013,134,290710.67,0
4221984,306,70263.15,0
3078309,235,112207.62,0
2637918,209,203667.34,0
1122125,130,294502.3,0
3075613,235,1386250.07,0
3654871,275,55162.26,0
4701113,331,55519.06,0
147328,12,1139.74,0
1110712,130,193136.76,0
5558416,384,196864.5,0
5903840,403,3294.36,0
4160721,304,240718.89,0
1775426,162,2152.55,0
5372980,376,73022.55,0
5316507,374,19095.37,0
5451778,379,144312.21,0
6236183,594,155730.08,0
1958775,178,115101.21,0
3384607,255,28471.8,0
381971,17,26736.63,0
5374063,376,166503.93,0
5621056,395,326202.04,0
386742,17,1470.23,0
1142525,131,9839.68,0
3614932,273,253470.52,0
4089455,301,25425.21,0
4708719,332,256367.96,0
5895662,403,57794.85,0
698515,36,87137.57,0
1680852,159,202395.13,0
152687,12,219620.69,0
4277862,307,8315.58,0
4198244,305,5071162.67,0
1499258,143,136752.57,0
5952769,405,86040.99,0
4807720,346,142405.08,0
3542705,260,14229.65,0
752153,38,46106.34,0
2249225,187,86558.91,0
4456490,323,22969.7,0
4683757,331,398255.9,0
1644232,157,32421.31,0
413773,18,13666.96,0
2420810,202,141719.49,0
1973998,178,518415.62,0
1083037,129,129674.15,0
2709985,211,42179.1,0
244124,14,16312.23,0
2614858,208,229927.75,0
3796509,281,111903.49,0
4730106,332,221493.08,0
1511658,153,1110922.64,0
4700005,331,5749.57,0
3508363,259,129986.11,0
4528807,326,139157.44,0
5637316,396,16167.78,0
3124772,236,110497.55,0
6159368,548,5137.17,0
3287681,252,128345.25,0
6036657,478,19250.15,0
1975982,178,46094.16,0
1888626,164,14326.26,0
4699818,331,5128.27,0
1789378,162,18010.23,0
1475367,141,129932.35,0
127084,11,19275.5,0
505065,20,16454.08,0
5230830,371,247570.25,0
4561888,327,18633.53,0
1640919,157,468756.28,0
4298694,307,17966.58,0
4304987,307,66551.66,0
3197585,249,3800.07,0
6017131,451,281492.23,0
6140437,544,148725.38,0
1935986,177,779.97,0
3972704,297,74844.58,0
164957,12,291126.41,0
6203670,585,219811.78,0
5766878,400,2858.96,0
6213904,588,2.15,0
5954408,405,121782.69,0
4429727,322,359515.2,0
5748950,399,69610.02,0
2931682,229,1248286.6,0
2400123,201,474424.28,0
4472487,324,26211.31,0
5047615,354,121627.07,0
6114823,527,216464.07,0
2734637,212,7257.55,0
701266,37,610098.8,0
5571210,393,16671.57,0
5992609,420,317496.72,0
1259420,134,580247.7,0
1722276,160,498737.6,0
4170139,304,146894.96,0
4958071,351,276277.43,0
3774432,280,133334.05,0
4624915,329,21125.79,0
4816111,346,766681.99,0
4680130,331,9167.14,0
4805698,346,790803.05,0
3825313,282,228268.32,0
5721822,398,116551.88,0
2911630,229,26106.85,0
5231069,371,24434.57,0
5977928,407,164520.02,0
5716274,398,72143.02,0
2560767,206,750.98,0
5483320,379,8684.14,0
1120797,130,76810.69,0
3019923,233,11571.24,0
3818906,281,5805.82,0
475105,19,1348.05,0
836818,41,38711.4,0
1471641,141,30051.38,0
4472009,324,8897.76,0
1076867,129,268301.74,0
2740644,212,79136.67,0
3901239,284,2514.44,0
5224244,370,313177.97,0
3065467,234,30678.47,0
4954533,351,7633.74,0
4068311,300,900747.67,0
5138977,356,5091.23,0
2186219,185,60265.33,0
2708265,211,165522.09,0
150760,12,157473.44,0
3749661,279,1195282.32,0
5549258,382,13859.44,0
4678621,331,205724.35,0
972467,44,105566.1,0
5364205,375,420303.5,0
1090629,129,378637.94,0
5404889,377,123803.72,0
456726,19,256500.73,0
1138317,131,11962.67,0
847543,41,2533.28,0
4305866,307,176967.5,0
894485,42,428382.35,0
173237,12,166227.18,0
2448032,203,550762.5,0
1754398,161,322727.11,0
2473273,204,60464.36,0
2772902,213,63019.43,0
407274,18,1060001.01,0
3435970,256,21313.38,0
5859120,402,161405.3,0
2355884,190,2782.65,0
5488335,380,25448.02,0
684918,36,15778.41,0
2754875,212,513833.57,0
2233017,186,183436.99,0
601770,34,36522.36,0
2199396,185,108040.06,0
3568413,260,6726.62,0
5797738,401,98600.9,0
5495044,380,104658.84,0
4358460,309,487014.81,0
2441046,203,195889.22,0
1379787,138,59543.09,0
2629592,209,12213.83,0
4754208,333,35237.28,0
4540181,326,27477.4,0
3706138,277,134828.16,0
3131325,236,471598.03,0
3517218,259,7223.62,0
2938054,230,195858.91,0
5096634,355,1105157.75,0
898159,42,6847.16,0
6249016,596,70608.79,0
406054,18,273357.72,0
2905089,228,24176.46,0
4344847,308,304636.98,0
4695931,331,365513.82,0
2166992,185,12598.99,0
3802485,281,103037.29,0
4962418,351,824944.86,0
6268523,617,85201.06,0
5114725,356,76734.89,0
4010507,298,5363.34,0
3098606,235,180735.84,0
545573,21,46792.18,0
3547579,260,9367.44,0
4053035,300,5681.82,0
363673,17,25894.31,0
4687149,331,51753.5,0
2355563,190,3349.07,0
759105,38,297500.68,0
1573189,155,574396.12,0
2177426,185,241504.31,0
4392531,321,23134.2,0
5462921,379,141242.23,0
791333,40,11735.85,0
3171545,238,371.9,0
256797,14,11904.76,0
1796709,162,171848.54,0
1819716,163,26956.84,0
1389026,139,5690.42,0
1600467,156,407308.96,0
932394,43,67525.32,0
4115825,302,21805.31,0
2857918,227,31887.94,0
5997539,426,112997.6,0
813524,40,17163.13,0
573539,24,126119.38,0
5588034,394,259111.41,0
1672332,158,17708.09,0
330181,16,59558.96,0
438450,18,321239.14,0
1779096,162,165.6,0
4561082,327,261810.04,0
251829,14,15849.09,0
6288075,661,1844.97,0
1983132,179,17558.34,0
195484,13,3319.01,0
1762795,161,319005.27,0
5183190,360,85681.25,0
2400172,202,392287.89,0
724574,37,58237.92,0
628360,34,1227503.89,0
2168419,185,179816.37,0
591433,33,6514.39,0
4798899,345,12985.89,0
5321524,374,19775.45,0
2731668,212,105219.82,0
4731712,332,25697.17,0
4654007,330,299308.81,0
999852,45,7223.16,0
402767,18,27777.27,0
5285037,372,13811.86,0
5040901,354,445564.95,0
3350832,253,12436.78,0
2342117,189,11555.16,0
5719065,398,5813.78,0
1837187,163,108282.67,0
2262187,187,183317.18,0
4779078,335,3138.21,0
3590066,262,7343.09,0
5585515,394,19171.24,0
1564233,155,6091.07,0
824924,41,83088.2,0
1465353,140,247767.64,0
5270901,372,58378.98,0
959966,44,5327.48,0
334978,16,8999.34,0
4053011,300,254696.22,0
3276974,251,155773.23,0
4689606,331,596209.09,0
2107768,183,247701.69,0
1202876,133,195140.31,0
4097597,301,250126.94,0
1940506,177,13176.45,0
5839289,402,15684.27,0
2140388,184,550501.33,0
5411574,378,4620.17,0
3912010,284,219181.41,0
974635,44,2422.9,0
2716317,211,111792.67,0
4777185,335,153615.09,0
594322,33,387120.1,0
90651,10,197887.11,0
1122288,130,85316.04,0
5615279,395,304465.61,0
2923307,229,1801.48,0
103467,10,24408.65,0
2999148,232,261682.95,0
3169992,238,11401.82,0
6031262,474,211759.86,0
2044582,181,19557.09,0
5772393,400,1836.03,0
5105107,355,239039.7,0
1743468,161,12128.38,0
2214995,186,11877.63,0
3126292,236,3331.75,0
5523839,381,4568.28,0
2003866,179,7611.96,0
5733396,399,49632.2,0
